,Area,Date,Mean,Price,Count
13,AL1,2008,344392.36121673003,181150382,526
37,AL10,2008,211455.57741935484,65551229,310
61,AL2,2008,296148.44680851063,69594885,235
85,AL3,2008,394111.6094674556,133209724,338
109,AL4,2008,348231.9667896679,94370863,271
133,AL5,2008,502691.7108433735,208617060,415
157,AL6,2008,556930.8988764045,49566850,89
181,AL7,2008,212706.33988764044,75723457,356
205,AL8,2008,327846.08928571426,36718762,112
229,AL9,2008,464443.9672131148,56662164,122
253,B1,2008,154418.29889298894,41847359,271
277,B10,2008,125986.5,20157840,160
301,B11,2008,129399.21037463976,44901526,347
325,B12,2008,139076.33,13907633,100
349,B13,2008,208223.61942257217,79333199,381
373,B14,2008,147358.0504385965,67195271,456
397,B15,2008,300470.5542168675,49878112,166
421,B16,2008,154864.8668831169,47698379,308
445,B17,2008,245392.22018348624,80243256,327
469,B18,2008,110373.46153846153,14348550,130
493,B19,2008,120430.0,8791390,73
513,B2,2008,167277.31775700935,35797346,214
535,B20,2008,159896.15086206896,37095907,232
559,B21,2008,121592.74693877551,29790223,245
583,B23,2008,123287.49234135667,56342384,457
607,B24,2008,145355.64880952382,48839498,336
631,B25,2008,118952.77777777778,17129200,144
655,B26,2008,141930.6882022472,50527325,356
679,B27,2008,144161.64092664092,37337865,259
703,B28,2008,183087.50819672132,55841690,305
727,B29,2008,158105.375,64506993,408
751,B3,2008,147595.11111111112,26567120,180
775,B30,2008,165376.65151515152,54574295,330
799,B31,2008,130160.14285714286,77445285,595
823,B32,2008,125826.965625,40264629,320
847,B33,2008,121348.1530612245,35676357,294
871,B34,2008,131477.44221105528,26164011,199
895,B35,2008,110050.21951219512,4512059,41
919,B36,2008,147255.11746031747,46385362,315
943,B37,2008,127577.07076923076,41462548,325
967,B38,2008,139990.40410958903,20438599,146
989,B4,2008,112996.92,5649846,50
1015,B42,2008,130882.60820895522,35076539,268
1039,B43,2008,172935.75,53264211,308
1063,B44,2008,114085.11911357341,41184728,361
1087,B45,2008,181608.03496503495,51939898,286
1111,B46,2008,210273.51428571428,29438292,140
1135,B47,2008,246583.8088235294,16767699,68
1159,B48,2008,283065.79591836734,13870224,49
1183,B49,2008,251313.66666666666,24880053,99
1207,B5,2008,156794.57620817845,42177741,269
1231,B50,2008,225615.7142857143,15793100,70
1255,B6,2008,109990.9213483146,9789192,89
1279,B60,2008,224955.21782178216,68161431,303
1303,B61,2008,197420.1085271318,50934388,258
1327,B62,2008,176590.58723404256,41498788,235
1351,B63,2008,145209.817679558,52565954,362
1375,B64,2008,123910.76923076923,20940920,169
1399,B65,2008,123642.6018957346,26088589,211
1423,B66,2008,121072.16744186047,26030516,215
1447,B67,2008,131909.26397515528,42474783,322
1471,B68,2008,127297.30035335688,36025136,283
1495,B69,2008,121977.94389438943,36959317,303
1519,B7,2008,103911.76470588235,1766500,17
1543,B70,2008,121472.93486590039,31704436,261
1567,B71,2008,122388.14176245211,31943305,261
1591,B72,2008,231342.1984126984,29149117,126
1615,B73,2008,235047.98371335506,72159731,307
1639,B74,2008,319083.4340101523,125718873,394
1663,B75,2008,241992.6896551724,70177880,290
1687,B76,2008,230723.5701754386,52604974,228
1711,B77,2008,149853.1024390244,92159658,615
1735,B78,2008,179794.03896103895,41532423,231
1759,B79,2008,179409.30222222224,40367093,225
1783,B8,2008,117492.36274509804,35952663,306
1807,B80,2008,215345.8904109589,15720250,73
1831,B9,2008,114435.92972972973,21170647,185
1855,B90,2008,200707.93412162163,118819097,592
1879,B91,2008,307008.16781609197,133548553,435
1903,B92,2008,207770.51913875598,86848077,418
1927,B93,2008,355808.6412556054,79345327,223
1951,B94,2008,418436.1111111111,30127400,72
1975,B95,2008,306232.7272727273,16842800,55
1999,B96,2008,214510.64814814815,11583575,54
2023,B97,2008,182400.36263736265,66393732,364
2047,B98,2008,146537.91507430997,69019358,471
2071,BA1,2008,307454.44886363635,162335949,528
2095,BA10,2008,253290.65789473685,9625045,38
2119,BA11,2008,186944.41019417476,77021097,412
2143,BA12,2008,223799.50185873607,60202066,269
2167,BA13,2008,189928.56438356164,69323926,365
2191,BA14,2008,190162.28278688525,139198791,732
2215,BA15,2008,286990.82278481015,45344550,158
2239,BA16,2008,176355.90551181103,22397200,127
2263,BA2,2008,292581.6307106599,230554325,788
2287,BA20,2008,177923.87820512822,27756125,156
2311,BA21,2008,155245.49199084667,67842280,437
2335,BA22,2008,265481.7631578947,40353228,152
2359,BA3,2008,201144.90962099127,68992704,343
2383,BA4,2008,208037.316872428,50553068,243
2407,BA5,2008,245223.79452054793,53704011,219
2431,BA6,2008,209520.13440860214,38970745,186
2455,BA7,2008,272450.61818181816,14984784,55
2479,BA8,2008,258531.39583333334,12409507,48
2503,BA9,2008,224522.72727272726,17288250,77
2527,BB1,2008,119117.38,71470428,600
2551,BB10,2008,104111.92794759825,47683263,458
2575,BB11,2008,82650.45153664303,34961141,423
2599,BB12,2008,122040.62298387097,60532149,496
2623,BB18,2008,138722.06986899563,31767354,229
2647,BB2,2008,126176.27613104525,80878993,641
2671,BB3,2008,112015.48421052631,53207355,475
2695,BB4,2008,143596.51015801355,63613254,443
2719,BB5,2008,105971.24142156863,86472533,816
2743,BB6,2008,166265.75806451612,30925431,186
2767,BB7,2008,223703.5128939828,78072526,349
2791,BB8,2008,112236.75617283951,36364709,324
2815,BB9,2008,104842.65557404327,63010436,601
2839,BD1,2008,111159.08139534884,19119362,172
2863,BD10,2008,137962.09846153847,44837682,325
2887,BD11,2008,167888.8015873016,21153989,126
2911,BD12,2008,123967.12182741117,24421523,197
2935,BD13,2008,137860.96511627908,47424172,344
2959,BD14,2008,140639.09638554216,11673045,83
2983,BD15,2008,147305.7243243243,27251559,185
3007,BD16,2008,183674.26478149102,71449289,389
3031,BD17,2008,177271.44147157192,53004161,299
3055,BD18,2008,156819.86285714287,54886952,350
3079,BD19,2008,158151.8446969697,41752087,264
3103,BD2,2008,128033.36904761905,43019212,336
3127,BD20,2008,180774.59684684683,80263921,444
3151,BD21,2008,105155.84444444445,28392078,270
3175,BD22,2008,150309.43089430896,55464180,369
