,Area,Date,Mean,Price,Count
2,AL1,1997,117930.4577540107,110264978,935
26,AL10,1997,71324.14186046511,30669381,430
50,AL2,1997,109884.19017094017,51425801,468
74,AL3,1997,133863.30278232406,81790478,611
98,AL4,1997,125015.7614213198,73884315,591
122,AL5,1997,149561.62554426707,103047960,689
146,AL6,1997,199718.51711026617,52525970,263
170,AL7,1997,77965.53202846975,43816629,562
194,AL8,1997,125908.65942028986,34750790,276
218,AL9,1997,146633.39024390245,30059845,205
242,B1,1997,94176.31578947368,3578700,38
266,B10,1997,38293.82478632479,8960755,234
290,B11,1997,39025.68244575937,19786021,507
314,B12,1997,38445.595588235294,5228601,136
338,B13,1997,71421.23013245034,43138423,604
362,B14,1997,52964.97996918336,34374272,649
386,B15,1997,123975.9424778761,28018563,226
410,B16,1997,62719.12987012987,19317492,308
434,B17,1997,84361.19397993312,50447994,598
458,B18,1997,28538.535714285714,3196316,112
482,B19,1997,34062.166666666664,3474341,102
524,B20,1997,52630.591397849465,19578580,372
548,B21,1997,31355.354354354353,10441333,333
572,B23,1997,44960.526530612246,33045987,735
596,B24,1997,52684.64729458918,26289639,499
620,B25,1997,44672.62773722628,12240300,274
644,B26,1997,52563.747826086954,30224155,575
668,B27,1997,49990.04050632911,19746066,395
692,B28,1997,65015.89318600368,35303630,543
716,B29,1997,57189.66325036603,39060540,683
740,B3,1997,59466.34375,1902923,32
764,B30,1997,53645.47602739726,31328958,584
788,B31,1997,52974.74585635359,38353716,724
812,B32,1997,52813.46280991736,25561716,484
836,B33,1997,41386.77892030848,16099457,389
860,B34,1997,47442.26153846154,9251241,195
884,B35,1997,37500.43396226415,1987523,53
908,B36,1997,61780.69586374696,25391866,411
932,B37,1997,47120.08777429467,15031308,319
956,B38,1997,54324.3253968254,13689730,252
1004,B42,1997,46929.27546296296,20273447,432
1028,B43,1997,59744.25352112676,25451052,426
1052,B44,1997,42027.85494505495,19122674,455
1076,B45,1997,85059.59523809524,39297533,462
1100,B46,1997,83083.0972762646,21352356,257
1124,B47,1997,98498.29556650246,19995154,203
1148,B48,1997,101763.59375,13025740,128
1172,B49,1997,90727.92237442922,19869415,219
1196,B5,1997,72750.13492063493,9166517,126
1220,B50,1997,85571.12903225806,10610820,124
1244,B6,1997,37230.0518134715,7185400,193
1268,B60,1997,83760.97928436911,44477080,531
1292,B61,1997,70140.59619450317,33176502,473
1316,B62,1997,65994.13186813187,30027330,455
1340,B63,1997,56301.59649122807,32091910,570
1364,B64,1997,46423.54143646409,8402661,181
1388,B65,1997,49689.90084985836,17540535,353
1412,B66,1997,34249.79007633588,8973445,262
1436,B67,1997,45342.528942115765,22716607,501
1460,B68,1997,50045.22093023256,21519445,430
1484,B69,1997,41609.449044585985,13065367,314
1508,B7,1997,27808.684210526317,528365,19
1532,B70,1997,38529.434389140275,8515005,221
1556,B71,1997,45658.94945848375,12647529,277
1580,B72,1997,84743.27433628318,19151980,226
1604,B73,1997,89150.02291666667,42792011,480
1628,B74,1997,118095.55370650529,78061161,661
1652,B75,1997,93339.6993166287,40976128,439
1676,B76,1997,84564.46768060836,44480910,526
1700,B77,1997,60342.68208092485,73074988,1211
1724,B78,1997,63483.56862745098,32376620,510
1748,B79,1997,67183.802359882,22775309,339
1772,B8,1997,35119.69565217391,16155060,460
1796,B80,1997,86403.86138613861,17453580,202
1820,B9,1997,37706.21305841924,10972508,291
1844,B90,1997,81632.5364806867,76081524,932
1868,B91,1997,124871.87157107232,100147241,802
1892,B92,1997,84227.08885941644,63507225,754
1916,B93,1997,125613.32950191571,65570158,522
1940,B94,1997,140237.1265822785,22157466,158
1964,B95,1997,129473.32666666666,19420999,150
1988,B96,1997,119222.87586206896,17287317,145
2012,B97,1997,71505.5868902439,46907665,656
2036,B98,1997,61038.65838509317,49136120,805
2060,BA1,1997,97694.7917860554,102286447,1047
2084,BA10,1997,75150.57647058823,6387799,85
2108,BA11,1997,65181.2578125,50059206,768
2132,BA12,1997,81314.8426323319,56839075,699
2156,BA13,1997,63770.17755102041,31247387,490
2180,BA14,1997,67775.00188146754,72044827,1063
2204,BA15,1997,100276.68454258675,31787709,317
2228,BA16,1997,63142.93987341772,19953169,316
2252,BA2,1997,87642.84261501211,144785976,1652
2276,BA20,1997,60656.96928327645,17772492,293
2300,BA21,1997,51630.903141361254,39446010,764
2324,BA22,1997,86757.24538258575,32880996,379
2348,BA3,1997,65998.84670487106,46067195,698
2372,BA4,1997,71903.87158469946,26316817,366
2396,BA5,1997,75918.16515837103,33555829,442
2420,BA6,1997,69502.01734104047,24047698,346
2444,BA7,1997,69544.08547008547,8136658,117
2468,BA8,1997,74754.90196078431,7625000,102
2492,BA9,1997,78185.14215686274,15949769,204
2516,BB1,1997,41190.46527117032,43291179,1051
2540,BB10,1997,42626.97619047619,28645328,672
2564,BB11,1997,35575.755952380954,11953454,336
2588,BB12,1997,50564.65223880597,33878317,670
2612,BB18,1997,44454.72053872054,13203052,297
2636,BB2,1997,45172.07918968693,49056878,1086
2660,BB3,1997,41732.63603818616,34971949,838
2684,BB4,1997,52856.43679775281,37633783,712
2708,BB5,1997,37345.13698630137,46345315,1241
2732,BB6,1997,55018.52380952381,16175446,294
2756,BB7,1997,70492.58950201885,52375994,743
2780,BB8,1997,45185.938718662954,16221752,359
2804,BB9,1997,35185.21538461538,22870390,650
2828,BD1,1997,44031.63333333333,1320949,30
2852,BD10,1997,62625.95247933884,30310961,484
2876,BD11,1997,57462.76960784314,11722405,204
2900,BD12,1997,42772.42402826855,12104596,283
2924,BD13,1997,48839.68825910931,24126806,494
2948,BD14,1997,47114.90780141844,6643202,141
2972,BD15,1997,57907.04905660378,15345368,265
2996,BD16,1997,71588.91022964509,34291088,479
3020,BD17,1997,70958.80636604775,26751470,377
3044,BD18,1997,52089.45492662474,24846670,477
3068,BD19,1997,57429.73483146067,25556232,445
3092,BD2,1997,43992.16108786611,21028253,478
3116,BD20,1997,63880.08669833729,53787033,842
3140,BD21,1997,33363.722365038564,12978488,389
3164,BD22,1997,53599.64842454395,32320588,603
3188,BD23,1997,78700.26451612903,48794164,620
3212,BD24,1997,76407.75735294117,10391455,136
3236,BD3,1997,25817.5519630485,11179000,433
3260,BD4,1997,36829.84592145015,12190679,331
3284,BD5,1997,34220.39344262295,12524664,366
3308,BD6,1997,42123.057644110275,16807100,399
3332,BD7,1997,38793.858,19396929,500
3356,BD8,1997,36425.895140664965,14242525,391
3380,BD9,1997,50112.39185750636,19694170,393
3406,BH1,1997,59198.329496402876,41142839,695
3430,BH10,1997,65307.39425587467,25012732,383
3454,BH11,1997,61626.98480243161,20275278,329
3478,BH12,1997,63781.04864864865,58997470,925
3502,BH13,1997,186865.02,84089259,450
3526,BH14,1997,103735.88681948424,72407649,698
3550,BH15,1997,73492.50450450451,57103676,777
3574,BH16,1997,73934.43843843843,24620168,333
3598,BH17,1997,63985.68381430364,50996590,797
3622,BH18,1997,114404.03643724696,28257797,247
3646,BH19,1997,87291.2600536193,32559640,373
3670,BH2,1997,62231.57407407407,20163030,324
3694,BH20,1997,93791.62198391421,34984275,373
3718,BH21,1997,100031.88522954092,100231949,1002
3742,BH22,1997,105102.33291770573,84292071,802
3766,BH23,1997,94514.68359133127,152641214,1615
3790,BH24,1997,125805.64134275618,71205993,566
3814,BH25,1997,91186.99664053752,81429988,893
3838,BH3,1997,115204.37162162163,17050247,148
3862,BH31,1997,94619.32181818182,52040627,550
3886,BH4,1997,85389.09325396825,43036103,504
3910,BH5,1997,69101.25619834711,25083756,363
3934,BH6,1997,79416.93564356436,48126663,606
3958,BH7,1997,79980.36789297659,23914130,299
3982,BH8,1997,68978.15076071923,49871203,723
4006,BH9,1997,65942.56390977444,52622166,798
4030,BL0,1997,59926.48104956268,20554783,343
4054,BL1,1997,53133.558011049725,57703044,1086
4078,BL2,1997,50668.057665260196,36024989,711
4102,BL3,1997,40988.431623931625,38365172,936
4126,BL4,1997,37365.188940092165,16216492,434
4150,BL5,1997,52809.00543478261,29150571,552
4174,BL6,1997,60595.16586151369,37629598,621
4198,BL7,1997,77126.23404255319,25374531,329
4222,BL8,1997,60882.8491704374,40365329,663
4246,BL9,1997,45735.366711772665,33798436,739
4270,BN1,1997,71682.51662174304,159565282,2226
4294,BN10,1997,64673.3831775701,34600260,535
4318,BN11,1997,59844.70184899846,77678423,1298
4342,BN12,1997,87491.47971781305,49607669,567
4366,BN13,1997,74225.36653386454,55891701,753
4390,BN14,1997,74189.75548245614,67661057,912
4414,BN15,1997,63028.052083333336,42354851,672
4438,BN16,1997,96489.94520547945,91568958,949
4462,BN17,1997,58424.706878306875,55211348,945
4486,BN18,1997,98715.4679144385,36919585,374
4510,BN2,1997,69690.20187393526,163632594,2348
4534,BN20,1997,91183.31981279251,58448508,641
4558,BN21,1997,62194.665532879815,54855695,882
4582,BN22,1997,56821.994858611826,44207512,778
4606,BN23,1997,59355.48321167883,40658506,685
4630,BN24,1997,82562.31563421829,27988625,339
4654,BN25,1997,82350.40677966102,58304088,708
4678,BN26,1997,72362.51307189543,22142929,306
4702,BN27,1997,75029.28493150685,54771378,730
4726,BN3,1997,72441.58285509326,201967133,2788
4751,BN41,1997,65521.10073260073,35774521,546
4775,BN42,1997,70885.14948453609,13751719,194
4799,BN43,1997,72099.89451476793,34175350,474
4823,BN44,1997,99064.625,27738095,280
4847,BN45,1997,130281.25,1042250,8
4871,BN5,1997,128989.30222222222,29022593,225
4895,BN6,1997,112284.68465909091,39524209,352
4919,BN7,1997,93733.76059322034,44242335,472
4943,BN8,1997,132169.009375,42294083,320
4967,BN9,1997,59360.32792207792,18282981,308
4992,BR1,1997,99303.09577922078,122341414,1232
5016,BR2,1997,113060.44827586207,121313861,1073
5040,BR3,1997,95621.20593080725,116084144,1214
5064,BR4,1997,119005.75792507204,41294998,347
5088,BR5,1997,95387.77859391396,90904553,953
5112,BR6,1997,125941.42272727273,138535565,1100
5136,BR7,1997,145150.35864978904,68801270,474
5160,BR8,1997,87023.898989899,34461464,396
5184,BS1,1997,70651.31386861314,9679230,137
5208,BS10,1997,57009.16393442623,17387795,305
5232,BS11,1997,51222.86057692308,10654355,208
5259,BS13,1997,49303.42975206611,11931430,242
5283,BS14,1997,57394.004282655245,26803000,467
5307,BS15,1997,55618.50747986191,48332483,869
5331,BS16,1997,71216.025737602,113447129,1593
5361,BS19,1997,97000.0,97000,1
5368,BS2,1997,61930.955555555556,11147572,180
5392,BS20,1997,84276.02272727272,40789595,484
5416,BS21,1997,73948.18392581143,47844475,647
5440,BS22,1997,61214.82866293035,76457321,1249
5464,BS23,1997,56718.470588235294,45318058,799
5488,BS24,1997,72181.02976190476,24252826,336
5512,BS25,1997,104545.92105263157,11918235,114
5536,BS26,1997,102695.90909090909,11296550,110
5560,BS27,1997,80928.40361445783,13434115,166
5584,BS28,1997,133670.45454545456,8822250,66
5608,BS29,1997,76162.74509803922,3884300,51
5632,BS3,1997,46881.92717815345,36052202,769
5656,BS30,1997,70038.03183791606,48396280,691
5680,BS31,1997,83292.05714285714,29152220,350
5704,BS32,1997,68623.24858757062,72877890,1062
5728,BS34,1997,57784.273255813954,39755580,688
5752,BS35,1997,84723.75981524249,36685388,433
5776,BS36,1997,94873.34821428571,21251630,224
5800,BS37,1997,67031.36685823755,69980747,1044
5824,BS39,1997,91177.05533596838,23067795,253
5848,BS4,1997,48950.46403242148,48314108,987
5872,BS40,1997,119610.84033613445,28467380,238
5896,BS41,1997,101427.02702702703,7505600,74
5920,BS48,1997,89461.40354767184,40347093,451
5944,BS49,1997,83821.53941908713,20200991,241
5968,BS5,1997,39797.061919504646,38563353,969
5992,BS6,1997,90202.21456692913,91645450,1016
6016,BS7,1997,69056.68957055215,56281202,815
6040,BS8,1997,101202.0889395667,88754232,877
6064,BS9,1997,117454.25033112583,88677959,755
6091,CA1,1997,41391.62049861496,14942375,361
6115,CA10,1997,69116.41441441441,15343844,222
6139,CA11,1997,65149.38333333333,35180667,540
6163,CA12,1997,96428.27411167513,18996370,197
6187,CA13,1997,66424.33333333333,22119303,333
6211,CA14,1997,46312.68535262206,25610915,553
6235,CA15,1997,38503.69090909091,10588515,275
6259,CA16,1997,74779.98181818181,8225798,110
6283,CA17,1997,74968.97297297297,5547704,74
6307,CA18,1997,78250.0,313000,4
6330,CA19,1997,76562.5,1225000,16
6354,CA2,1997,41664.92857142857,26832214,644
6378,CA20,1997,54108.583333333336,3246515,60
6402,CA21,1997,56863.333333333336,852950,15
6426,CA22,1997,39218.97894736842,3725803,95
6450,CA23,1997,47657.142857142855,1000800,21
6474,CA24,1997,36812.5,736250,20
6498,CA25,1997,46271.16949152543,2729999,59
6522,CA26,1997,36946.55172413793,2142900,58
6546,CA27,1997,50084.84848484849,1652800,33
6570,CA28,1997,43376.66321243523,16743392,386
6594,CA3,1997,61973.1875,23797704,384
6618,CA4,1997,74740.47619047618,10986850,147
6642,CA5,1997,85429.02803738318,9140906,107
6666,CA6,1997,67507.13541666667,6480685,96
6690,CA7,1997,57084.857566765575,19237597,337
6714,CA8,1997,64557.51445086705,11168450,173
6738,CA9,1997,57055.0,1141100,20
6762,CB1,1997,92611.48761061947,104650981,1130
6786,CB10,1997,116247.44802867384,32433038,279
6810,CB11,1997,103509.35662650602,42956383,415
6834,CB2,1997,142983.63636363635,23592300,165
6860,CB21,1997,115514.33957219252,43202363,374
6884,CB22,1997,115722.23913043478,53232230,460
6908,CB23,1997,96568.718875502,48091222,498
6932,CB24,1997,92194.416374269,78826226,855
6956,CB25,1997,91522.1317204301,34046233,372
6980,CB3,1997,145210.64331210192,22798071,157
7004,CB4,1997,90569.22025912839,76893268,849
7028,CB5,1997,96406.05714285714,20245272,210
7052,CB6,1997,72036.5983701979,61879438,859
7076,CB7,1997,67078.30983606557,40917769,610
7100,CB8,1997,80487.82352941176,56100013,697
7124,CB9,1997,62284.66458852868,49952301,802
7148,CF1,1997,51665.833333333336,309995,6
7165,CF10,1997,60294.08235294118,10249994,170
7189,CF11,1997,53094.973602484475,34193163,644
7213,CF14,1997,74299.25265392782,104984844,1413
7237,CF15,1997,79175.71929824562,27078096,342
7261,CF2,1997,52500.0,105000,2
7277,CF23,1997,77270.3668292683,79202126,1025
7301,CF24,1997,50197.94741613781,55368336,1103
7325,CF3,1997,60767.875,46669728,768
7351,CF31,1997,56062.70944741533,31451180,561
7375,CF32,1997,46033.20376175549,14684592,319
7399,CF33,1997,49437.58469945355,9047078,183
7423,CF34,1997,44104.82608695652,9129699,207
7447,CF35,1997,64725.74418604651,13916035,215
7471,CF36,1997,76830.55118110236,19514960,254
7495,CF37,1997,37292.51803278689,22748436,610
7519,CF38,1997,51289.71496437055,21592970,421
7543,CF39,1997,37380.209631728045,13195214,353
7578,CF40,1997,26677.459349593497,6562655,246
7602,CF41,1997,28190.15254237288,4989657,177
7626,CF42,1997,30388.77380952381,7657971,252
7650,CF43,1997,20421.98113207547,2164730,106
7674,CF44,1997,37622.9197761194,20165885,536
7698,CF45,1997,26356.724137931036,6114760,232
7722,CF46,1997,44415.25104602511,10615245,239
7746,CF47,1997,34820.32786885246,8496160,244
7770,CF48,1997,35667.93971631206,10058359,282
7794,CF5,1997,64736.013464991025,72115919,1114
7818,CF61,1997,69117.5,16864670,244
7842,CF62,1997,61207.86,48966288,800
7866,CF63,1997,38131.70773638968,13307966,349
7890,CF64,1997,80758.29937106918,64202848,795
7917,CF71,1997,132099.7435897436,25759450,195
7941,CF72,1997,63857.46615087041,33014310,517
7971,CF81,1997,29733.95041322314,3597808,121
7995,CF82,1997,49409.5166163142,16354550,331
8019,CF83,1997,54281.02675585284,64920108,1196
8044,CH1,1997,63348.3987206823,29710399,469
8068,CH2,1997,66010.80098887515,53402738,809
8092,CH3,1997,88323.42481751824,60501546,685
8116,CH4,1997,72203.20297029703,58340188,808
8140,CH41,1997,30187.104938271605,9780622,324
8164,CH42,1997,35626.10315789474,16922399,475
8188,CH43,1997,56246.865871833084,37741647,671
8212,CH44,1997,31523.345360824744,12231058,388
8236,CH45,1997,47046.57272727273,25875615,550
8260,CH46,1997,46933.49275362319,16192055,345
8284,CH47,1997,73364.9512195122,15039815,205
8308,CH48,1997,91510.59874608151,29191881,319
8332,CH49,1997,55439.60801781737,24892384,449
8356,CH5,1997,56207.85505319149,42268307,752
8380,CH6,1997,48114.80465116279,10344683,215
8404,CH60,1997,113320.63604240282,32069740,283
8428,CH61,1997,67836.7972972973,20079692,296
8452,CH62,1997,51938.95426195426,24982637,481
8476,CH63,1997,67296.23809523809,35330525,525
8500,CH64,1997,84879.50636132316,33357646,393
8524,CH65,1997,53802.335403726705,17324352,322
8548,CH66,1997,64144.92544570503,39577419,617
8572,CH7,1997,62786.46019629226,57575184,917
8596,CH8,1997,54180.74149659864,15929138,294
8621,CM0,1997,69785.03671706264,32310472,463
8645,CM1,1997,72922.05848434925,88527379,1214
8670,CM11,1997,109566.30845771145,44045656,402
8694,CM12,1997,110192.57188498402,68980550,626
8718,CM13,1997,123311.24045801527,64615090,524
8742,CM14,1997,103541.80077369438,53531111,517
8766,CM15,1997,121166.44294003869,62643051,517
8790,CM16,1997,113778.24454148472,52110436,458
8814,CM17,1997,90844.1550295858,76763311,845
8838,CM18,1997,58641.96560846561,22166663,378
8862,CM19,1997,68711.59946236559,25560715,372
8886,CM2,1997,78000.0685840708,105768093,1356
8910,CM20,1997,59042.17021276596,16649892,282
8934,CM21,1997,90009.65909090909,31683400,352
8958,CM22,1997,142941.95622895623,42453761,297
8982,CM23,1997,102763.26490066225,155172530,1510
9006,CM24,1997,97159.04761904762,18363060,189
9030,CM3,1997,93263.6239447429,121522502,1303
9054,CM4,1997,151093.9400921659,32787385,217
9078,CM5,1997,114309.13836477988,18175153,159
9102,CM6,1997,119177.75862068965,44930015,377
9126,CM7,1997,71939.13015873016,90643304,1260
9150,CM77,1997,106145.19354838709,36195511,341
9174,CM8,1997,61613.91644562334,46456893,754
9198,CM9,1997,81658.00436681222,74798732,916
9222,CO1,1997,46530.361616161616,23032529,495
9246,CO10,1997,76710.52461951657,85685656,1117
9270,CO11,1997,64629.126582278484,20422804,316
9294,CO12,1997,47153.21401515151,24896897,528
9318,CO13,1997,72716.54025974026,27995868,385
9342,CO14,1997,52416.40186915888,11217110,214
9366,CO15,1997,48844.12585034013,71800865,1470
9390,CO16,1997,58401.92957746479,37318833,639
9414,CO2,1997,57588.66924265843,37259869,647
9438,CO3,1997,81645.31537242472,51518194,631
9462,CO4,1997,68932.41674506114,73275159,1063
9486,CO5,1997,86631.20274390244,56830069,656
9510,CO6,1997,88618.81363636363,58488417,660
9534,CO7,1997,74373.72692793932,58829618,791
9558,CO8,1997,110753.625,4430145,40
9582,CO9,1997,70851.56714060031,44849042,633
9606,CR0,1997,74801.99330879893,223583158,2989
9630,CR2,1997,98872.91362422083,111034282,1123
9654,CR3,1997,114429.3094059406,92458882,808
9678,CR4,1997,66636.83895131086,71168144,1068
9702,CR5,1997,120792.55462184874,71871570,595
9726,CR6,1997,131244.898989899,25986490,198
9750,CR7,1997,65007.79458794588,52851337,813
9774,CR8,1997,136144.2471590909,95845550,704
9804,CT1,1997,72192.21455938698,37684336,522
9828,CT10,1997,66777.38687392055,38664107,579
9852,CT11,1997,43816.420058139534,30145697,688
9876,CT12,1997,58792.392045454544,20694922,352
9900,CT13,1997,87272.0,17018040,195
9924,CT14,1997,61525.0546875,55126449,896
9948,CT15,1997,86435.49781659388,19793729,229
9972,CT16,1997,58270.84193548387,18063961,310
9996,CT17,1997,47940.60567010309,18600955,388
10020,CT18,1997,79797.71530249111,22423158,281
10044,CT19,1997,54035.910780669146,29071320,538
10068,CT2,1997,79554.69203539823,44948401,565
10092,CT20,1997,56453.09141791045,30258857,536
10116,CT21,1997,79450.62935323383,31939153,402
10140,CT3,1997,88588.30364372469,21881311,247
10164,CT4,1997,113195.9209621993,32940013,291
10188,CT5,1997,68818.7513368984,51476426,748
10212,CT6,1997,63651.778705636745,60978404,958
10236,CT7,1997,63324.905982905984,22227042,351
10260,CT8,1997,58793.705521472395,9583374,163
10284,CT9,1997,50966.825287356325,44341138,870
10308,CV1,1997,33551.0421686747,11138946,332
10332,CV10,1997,48331.1562867215,41129814,851
10356,CV11,1997,62367.84064665127,54010550,866
10380,CV12,1997,54008.82600732601,29488819,546
10404,CV13,1997,87182.79069767441,18744300,215
10428,CV2,1997,43049.536203522504,43996626,1022
10452,CV21,1997,51936.74644549763,43834614,844
10476,CV22,1997,68763.23709677419,42633207,620
10500,CV23,1997,99511.25333333333,37316720,375
10524,CV3,1997,58037.57434402332,59720664,1029
10548,CV31,1997,69657.36284289276,55865205,802
10572,CV32,1997,96512.77904040404,76438121,792
10596,CV33,1997,104872.37588652482,14787005,141
10620,CV34,1997,78749.38006756757,46619633,592
10644,CV35,1997,121907.2656587473,56443064,463
10668,CV36,1997,105189.0412371134,20406674,194
10692,CV37,1997,108785.93079584774,94317402,867
10716,CV4,1997,78307.39508928571,35081713,448
10740,CV47,1997,96884.20863309353,40400715,417
10764,CV5,1997,60423.11668185962,66284159,1097
10788,CV6,1997,40558.07673267327,49156389,1212
10812,CV7,1997,91537.25919117648,49796269,544
10836,CV8,1997,93532.1664315938,66314306,709
10860,CV9,1997,73103.28338762216,22442708,307
10884,CW1,1997,44450.663043478264,28626227,644
10908,CW10,1997,68199.43601895735,28780162,422
10932,CW11,1997,70218.7525083612,41990814,598
10956,CW12,1997,71174.09108159393,37508746,527
10980,CW2,1997,54620.21375921376,44460854,814
11004,CW3,1997,82152.3795180723,13637295,166
11028,CW4,1997,113822.67765567766,31073591,273
11052,CW5,1997,85578.44311377246,42874800,501
11076,CW6,1997,126404.70135746607,27935439,221
11100,CW7,1997,56325.82972136223,18193243,323
11124,CW8,1997,76900.67346938775,41449463,539
11148,CW9,1997,77736.10851419032,46563929,599
11172,DA1,1997,62245.289039767216,64174893,1031
11196,DA10,1997,47014.34782608696,5406650,115
11220,DA11,1997,60887.35478547855,36897737,606
11244,DA12,1997,68388.09536423841,51633012,755
11268,DA13,1997,98084.6514084507,27856041,284
11292,DA14,1997,79322.83298097251,37519700,473
11316,DA15,1997,87178.734375,55794390,640
11340,DA16,1997,77386.410801964,47283097,611
11364,DA17,1997,57671.36815920398,23183890,402
11388,DA18,1997,42153.51851851852,1138145,27
11412,DA2,1997,82295.18205804749,31189874,379
11436,DA3,1997,115562.97982708934,40100354,347
11460,DA4,1997,95345.14018691589,20403860,214
11484,DA5,1997,104264.76233183856,46502084,446
11508,DA6,1997,84018.33333333333,19912345,237
11532,DA7,1997,82226.6251788269,57476411,699
11556,DA8,1997,61836.48454882571,50025716,809
11580,DA9,1997,67760.00952380952,21344403,315
11604,DE1,1997,41074.98095238095,8625746,210
11628,DE11,1997,46683.05890410959,34078633,730
11652,DE12,1997,64936.59420289855,26883750,414
11676,DE13,1997,73056.01270648031,57495082,787
11700,DE14,1997,41665.67467948718,25999381,624
11724,DE15,1997,58494.36772486773,22110871,378
11748,DE21,1997,50329.42576028623,56268298,1118
11772,DE22,1997,55665.927860696516,44755406,804
11796,DE23,1997,50383.33131923464,50030648,993
11820,DE24,1997,42428.63147605083,43404490,1023
11844,DE3,1997,63829.89548022599,22595783,354
11868,DE4,1997,75768.2790346908,50234369,663
11892,DE45,1997,104814.35754189944,18761770,179
11916,DE5,1997,45792.33776595745,17217919,376
11940,DE55,1997,47712.981837606836,44659351,936
