LAD,REMAIN,LEAVE,PC,PC_0,PC_1
W06000012,43.16,56.84,SA11 1JF,SA11,1JF
W06000013,45.36,54.64,CF31 1XW,CF31,1XW
W06000013,45.36,54.64,CF34 9ND,CF34,9ND
W06000013,45.36,54.64,CF35 5LU,CF35,5LU
W06000013,45.36,54.64,CF36 3JG,CF36,3JG
W06000013,45.36,54.64,CF32 8PR,CF32,8PR
W06000013,45.36,54.64,CF39 8RE,CF39,8RE
W06000013,45.36,54.64,CF7  9QN,CF7, 9QN
W06000013,45.36,54.64,CF72 9QN,CF72,9QN
W06000014,50.73,49.27,CF11 8JQ,CF11,8JQ
W06000014,50.73,49.27,CF1  1RD,CF1, 1RD
W06000014,50.73,49.27,CF5  6TR,CF5, 6TR
W06000014,50.73,49.27,CF6  9NZ,CF6, 9NZ
W06000014,50.73,49.27,CF61 1AA,CF61,1AA
W06000014,50.73,49.27,CF62 3HF,CF62,3HF
W06000014,50.73,49.27,CF63 1FL,CF63,1FL
W06000014,50.73,49.27,CF64 1AA,CF64,1AA
W06000014,50.73,49.27,CF71 7UH,CF71,7UH
W06000015,60.02,39.98,CF10 5BL,CF10,5BL
W06000015,60.02,39.98,CF14 0AT,CF14,0AT
W06000015,60.02,39.98,CF2  6TB,CF2, 6TB
W06000015,60.02,39.98,CF23 0GF,CF23,0GF
W06000015,60.02,39.98,CF24 0ER,CF24,0ER
W06000015,60.02,39.98,CF30 0DS,CF30,0DS
W06000015,60.02,39.98,CF3  0NY,CF3, 0NY
W06000015,60.02,39.98,CF4  3AP,CF4, 3AP
W06000015,60.02,39.98,CF15 7LF,CF15,7LF
W06000015,60.02,39.98,CF83 1NB,CF83,1NB
W06000015,60.02,39.98,CF8  1NB,CF8, 1NB
W06000015,60.02,39.98,CF91 1WX,CF91,1WX
W06000015,60.02,39.98,CF95 1AA,CF95,1AA
W06000015,60.02,39.98,CF99 1NA,CF99,1NA
W06000016,46.30,53.70,CF37 2YL,CF37,2YL
W06000016,46.30,53.70,CF38 1BU,CF38,1BU
W06000016,46.30,53.70,CF40 1PG,CF40,1PG
W06000016,46.30,53.70,CF41 7AA,CF41,7AA
W06000016,46.30,53.70,CF42 5DH,CF42,5DH
W06000016,46.30,53.70,CF43 3PL,CF43,3PL
W06000016,46.30,53.70,CF45 3TD,CF45,3TD
W06000016,46.30,53.70,CF46 9AQ,CF46,9AQ
W06000018,42.37,57.63,CF48 4AB,CF48,4AB
W06000018,42.37,57.63,CF82 8AB,CF82,8AB
W06000018,42.37,57.63,CF81 8YN,CF81,8YN
W06000018,42.37,57.63,NP1  4AN,NP1, 4AN
W06000018,42.37,57.63,NP11 3NQ,NP11,3NQ
W06000018,42.37,57.63,NP10 9YU,NP10,9YU
W06000018,42.37,57.63,NP12 0BU,NP12,0BU
W06000018,42.37,57.63,NP13 2XA,NP13,2XA
W06000018,42.37,57.63,NP2  0AU,NP2, 0AU
W06000018,42.37,57.63,NP22 3AB,NP22,3AB
W06000018,42.37,57.63,NP24 6AN,NP24,6AN
W06000018,42.37,57.63,NP3  2AL,NP3, 2AL
W06000019,37.97,62.03,NP23 4HQ,NP23,4HQ
W06000020,40.22,59.78,NP18 1GA,NP18,1GA
W06000020,40.22,59.78,NP4  6QA,NP4, 6QA
W06000020,40.22,59.78,NP44 1BY,NP44,1BY
W06000020,40.22,59.78,NP9  9ZB,NP9, 9ZB
W06000020,40.22,59.78,NPT  9ZB,NPT, 9ZB
W06000021,50.44,49.56,NP15 1LU,NP15,1LU
W06000021,50.44,49.56,NP26 3LN,NP26,3LN
W06000021,50.44,49.56,NP8  1EP,NP8, 1EP
W06000022,44.01,55.99,NP19 4NL,NP19,4NL
W06000022,44.01,55.99,NP20 1NA,NP20,1NA
W06000023,46.26,53.74,LD1  5DW,LD1, 5DW
W06000023,46.26,53.74,LD2  3AA,LD2, 3AA
W06000023,46.26,53.74,LD3  0BE,LD3, 0BE
W06000023,46.26,53.74,LD5  4TL,LD5, 4TL
W06000023,46.26,53.74,LD4  4EP,LD4, 4EP
W06000023,46.26,53.74,LD6  5BB,LD6, 5BB
W06000023,46.26,53.74,SY16 2BT,SY16,2BT
W06000023,46.26,53.74,SY17 5WY,SY17,5WY
W06000023,46.26,53.74,SY18 6AA,SY18,6AA
W06000023,46.26,53.74,SY19 7AN,SY19,7AN
W06000024,43.56,56.44,CF47 0HX,CF47,0HX
