LAD,REMAIN,LEAVE,PC,PC_0,PC_1
E08000032,45.77,54.23,BD2  1AA,BD2, 1AA
E08000032,45.77,54.23,BD21 1LA,BD21,1LA
E08000032,45.77,54.23,BD3  0DD,BD3, 0DD
E08000032,45.77,54.23,BD4  0RA,BD4, 0RA
E08000032,45.77,54.23,BD11 2BY,BD11,2BY
E08000032,45.77,54.23,BD6  1NX,BD6, 1NX
E08000032,45.77,54.23,BD7  1AJ,BD7, 1AJ
E08000032,45.77,54.23,BD5  0RG,BD5, 0RG
E08000032,45.77,54.23,BD9  6EN,BD9, 6EN
E08000032,45.77,54.23,BD99 4BB,BD99,4BB
E08000032,45.77,54.23,BD97 1AD,BD97,1AD
E08000032,45.77,54.23,BD98 8AA,BD98,8AA
E08000032,45.77,54.23,BD8  0DZ,BD8, 0DZ
E08000032,45.77,54.23,BD15 0LW,BD15,0LW
E08000032,45.77,54.23,HX3  6SR,HX3, 6SR
E08000032,45.77,54.23,LS20 8NT,LS20,8NT
E08000032,45.77,54.23,LS19 7DG,LS19,7DG
E08000032,45.77,54.23,LS27 0XA,LS27,0XA
E08000033,44.32,55.68,BD19 6PJ,BD19,6PJ
E08000033,44.32,55.68,HD3  3YU,HD3, 3YU
E08000033,44.32,55.68,HD5  0RW,HD5, 0RW
E08000033,44.32,55.68,HD6  4BS,HD6, 4BS
E08000033,44.32,55.68,HD2  2EE,HD2, 2EE
E08000033,44.32,55.68,HX4  0BS,HX4, 0BS
E08000033,44.32,55.68,HX5  0LT,HX5, 0LT
E08000033,44.32,55.68,HX6  1JU,HX6, 1JU
E08000033,44.32,55.68,HX2  0SH,HX2, 0SH
E08000033,44.32,55.68,HX1  4AR,HX1, 4AR
E08000033,44.32,55.68,HX7  5LU,HX7, 5LU
E08000033,44.32,55.68,WF14 0BS,WF14,0BS
E08000034,45.33,54.67,HD1  1HX,HD1, 1HX
E08000034,45.33,54.67,HD4  5AP,HD4, 5AP
E08000034,45.33,54.67,WF1  9WA,WF1, 9WA
E08000034,45.33,54.67,WF13 1XP,WF13,1XP
E08000034,45.33,54.67,WF12 0YW,WF12,0YW
E08000034,45.33,54.67,WF15 6NA,WF15,6NA
E08000034,45.33,54.67,WF17 9PH,WF17,9PH
E08000034,45.33,54.67,WF3  1DP,WF3, 1DP
E08000034,45.33,54.67,WF4  4SU,WF4, 4SU
E08000034,45.33,54.67,WF16 0DQ,WF16,0DQ
E08000034,45.33,54.67,WF5  9SX,WF5, 9SX
E08000035,50.31,49.69,LS10 1PD,LS10,1PD
E08000035,50.31,49.69,LS1  9QH,LS1, 9QH
E08000035,50.31,49.69,LS12 2BX,LS12,2BX
E08000035,50.31,49.69,LS11 9XG,LS11,9XG
E08000035,50.31,49.69,LS13 1HL,LS13,1HL
E08000035,50.31,49.69,LS16 7LU,LS16,7LU
E08000035,50.31,49.69,LS2  7SR,LS2, 7SR
E08000035,50.31,49.69,LS14 1NP,LS14,1NP
E08000035,50.31,49.69,LS23 6FE,LS23,6FE
E08000035,50.31,49.69,LS15 0LJ,LS15,0LJ
E08000035,50.31,49.69,LS26 0DT,LS26,0DT
E08000035,50.31,49.69,LS6  1WY,LS6, 1WY
E08000035,50.31,49.69,LS7  1BY,LS7, 1BY
E08000035,50.31,49.69,LS28 5XF,LS28,5XF
E08000035,50.31,49.69,LS18 4DA,LS18,4DA
E08000035,50.31,49.69,LS3  1NT,LS3, 1NT
E08000035,50.31,49.69,LS4  2AA,LS4, 2AA
E08000035,50.31,49.69,LS5  3EQ,LS5, 3EQ
E08000035,50.31,49.69,LS8  1JN,LS8, 1JN
E08000035,50.31,49.69,LS88 1AA,LS88,1AA
E08000035,50.31,49.69,LS9  0RU,LS9, 0RU
E08000035,50.31,49.69,LS99 2RX,LS99,2RX
E08000035,50.31,49.69,LS98 1AD,LS98,1AD
E08000035,50.31,49.69,WF10 2XB,WF10,2XB
E08000035,50.31,49.69,WF2  0SA,WF2, 0SA
E08000036,33.64,66.36,WF6  1PG,WF6, 1PG
E08000036,33.64,66.36,WF7  5BJ,WF7, 5BJ
E08000036,33.64,66.36,WF9  4XE,WF9, 4XE
E08000036,33.64,66.36,WF90 8AA,WF90,8AA
E08000037,43.15,56.85,NE21 1QY,NE21,1QY
E08000037,43.15,56.85,NE11 0BP,NE11,0BP
E08000037,43.15,56.85,NE40 3QL,NE40,3QL
E08000037,43.15,56.85,NE82 6XX,NE82,6XX
E08000037,43.15,56.85,NE83 7QQ,NE83,7QQ
E08000037,43.15,56.85,NE92 1AA,NE92,1AA
E09000001,75.29,24.71,E1   6AN,E1,  6AN
E09000001,75.29,24.71,EC1N 6SB,EC1N,6SB
E09000001,75.29,24.71,EC1M 6AD,EC1M,6AD
E09000001,75.29,24.71,EC1R 5HR,EC1R,5HR
E09000001,75.29,24.71,EC1A 1HQ,EC1A,1HQ
E09000001,75.29,24.71,EC2V 8LB,EC2V,8LB
E09000001,75.29,24.71,EC2Y 5AA,EC2Y,5AA
E09000001,75.29,24.71,EC3A 5BJ,EC3A,5BJ
E09000001,75.29,24.71,EC3M 1BD,EC3M,1BD
E09000001,75.29,24.71,EC3B 0AB,EC3B,0AB
E09000001,75.29,24.71,EC3N 2PN,EC3N,2PN
E09000001,75.29,24.71,EC3R 7HP,EC3R,7HP
E09000001,75.29,24.71,EC3P 3DQ,EC3P,3DQ
E09000001,75.29,24.71,EC3V 3NB,EC3V,3NB
E09000001,75.29,24.71,EC4A 3AN,EC4A,3AN
E09000001,75.29,24.71,EC2A 2EH,EC2A,2EH
E09000001,75.29,24.71,EC2M 2SP,EC2M,2SP
E09000001,75.29,24.71,EC2P 2NA,EC2P,2NA
E09000001,75.29,24.71,EC2R 5BR,EC2R,5BR
E09000001,75.29,24.71,EC4N 8BH,EC4N,8BH
E09000001,75.29,24.71,EC4P 4AJ,EC4P,4AJ
E09000001,75.29,24.71,EC4R 0AA,EC4R,0AA
E09000001,75.29,24.71,EC4V 3BQ,EC4V,3BQ
E09000001,75.29,24.71,EC4Y 0BX,EC4Y,0BX
E09000001,75.29,24.71,EC1Y 0AA,EC1Y,0AA
E09000001,75.29,24.71,EC2N 2BH,EC2N,2BH
E09000001,75.29,24.71,EC4M 7DN,EC4M,7DN
E09000001,75.29,24.71,WC2A 1QZ,WC2A,1QZ
E09000001,75.29,24.71,WC1V 6AW,WC1V,6AW
E09000001,75.29,24.71,WC1R 5NB,WC1R,5NB
E09000002,37.56,62.44,IG11 9JF,IG11,9JF
E09000002,37.56,62.44,RM1  1HA,RM1, 1HA
E09000002,37.56,62.44,RM10 7DZ,RM10,7DZ
E09000002,37.56,62.44,RM12 4PD,RM12,4PD
E09000002,37.56,62.44,RM5  2BY,RM5, 2BY
E09000002,37.56,62.44,RM6  5QA,RM6, 5QA
E09000002,37.56,62.44,RM7  0BW,RM7, 0BW
E09000002,37.56,62.44,RM9  4SL,RM9, 4SL
E09000002,37.56,62.44,RM8  3DU,RM8, 3DU
E09000003,62.23,37.77,HA8  0AA,HA8, 0AA
E09000003,62.23,37.77,N10  1AA,N10, 1AA
E09000003,62.23,37.77,N11  1QS,N11, 1QS
E09000003,62.23,37.77,N14  5JL,N14, 5JL
E09000003,62.23,37.77,N12  0LZ,N12, 0LZ
E09000003,62.23,37.77,N2   0NR,N2,  0NR
E09000003,62.23,37.77,N20  2AX,N20, 2AX
E09000003,62.23,37.77,N3   3WX,N3,  3WX
E09000003,62.23,37.77,N6   4TB,N6,  4TB
E09000003,62.23,37.77,NW11 0NT,NW11,0NT
E09000003,62.23,37.77,NW2  3WN,NW2, 3WN
E09000003,62.23,37.77,NW3  7UN,NW3, 7UN
E09000003,62.23,37.77,NW4  1BY,NW4, 1BY
E09000003,62.23,37.77,NW6  5RR,NW6, 5RR
E09000003,62.23,37.77,NW7  0AA,NW7, 0AA
E09000003,62.23,37.77,NW9  1BU,NW9, 1BU
E09000004,37.05,62.95,DA15 9PT,DA15,9PT
E09000004,37.05,62.95,DA16 1LL,DA16,1LL
E09000004,37.05,62.95,DA18 4AA,DA18,4AA
E09000004,37.05,62.95,DA8  9FP,DA8, 9FP
E09000004,37.05,62.95,DA6  8ZX,DA6, 8ZX
E09000004,37.05,62.95,DA7  4AA,DA7, 4AA
E09000004,37.05,62.95,SE2  0QQ,SE2, 0QQ
E09000004,37.05,62.95,SE28 8HP,SE28,8HP
E09000004,37.05,62.95,SE9  2RG,SE9, 2RG
E09000005,59.74,40.26,HA0  1LW,HA0, 1LW
E09000005,59.74,40.26,HA1  3SG,HA1, 3SG
E09000005,59.74,40.26,HA3  0EH,HA3, 0EH
E09000005,59.74,40.26,HA9  0ET,HA9, 0ET
E09000005,59.74,40.26,N8   0ZW,N8,  0ZW
E09000005,59.74,40.26,NW10 3BH,NW10,3BH
E09000005,59.74,40.26,NW26 9GA,NW26,9GA
E09000005,59.74,40.26,NW8  7WA,NW8, 7WA
E09000005,59.74,40.26,UB6  7HD,UB6, 7HD
E09000005,59.74,40.26,W10  4BH,W10, 4BH
E09000005,59.74,40.26,W9   2EX,W9,  2EX
E09000006,50.65,49.35,BR3  1GD,BR3, 1GD
E09000006,50.65,49.35,BR2  7LR,BR2, 7LR
E09000006,50.65,49.35,BR1  1LB,BR1, 1LB
E09000006,50.65,49.35,BR7  6XN,BR7, 6XN
E09000006,50.65,49.35,BR4  0PF,BR4, 0PF
E09000006,50.65,49.35,BR5  1BW,BR5, 1BW
E09000006,50.65,49.35,CR0  5AD,CR0, 5AD
E09000006,50.65,49.35,SE12 9AP,SE12,9AP
E09000006,50.65,49.35,SE20 7AA,SE20,7AA
E09000006,50.65,49.35,SE26 5LG,SE26,5LG
E09000006,50.65,49.35,SE19 2AA,SE19,2AA
E09000007,74.94,25.06,N1   0AS,N1,  0AS
E09000007,74.94,25.06,N1C  4DD,N1C, 4DD
E09000007,74.94,25.06,N7   0BL,N7,  0BL
E09000007,74.94,25.06,N19  5AA,N19, 5AA
E09000007,74.94,25.06,NW1  0DW,NW1, 0DW
E09000007,74.94,25.06,NW1W 7QP,NW1W,7QP
E09000007,74.94,25.06,NW5  1NL,NW5, 1NL
E09000007,74.94,25.06,W1A  4DU,W1A, 4DU
E09000007,74.94,25.06,W1P  1HN,W1P, 1HN
E09000007,74.94,25.06,W1T  1AD,W1T, 1AD
E09000007,74.94,25.06,W1N  0BS,W1N, 0BS
E09000007,74.94,25.06,WC1A 2EF,WC1A,2EF
E09000007,74.94,25.06,WC1B 3LA,WC1B,3LA
E09000007,74.94,25.06,WC1E 6EN,WC1E,6EN
E09000007,74.94,25.06,WC2B 4AU,WC2B,4AU
E09000007,74.94,25.06,WC2E 7WB,WC2E,7WB
E09000007,74.94,25.06,WC1X 8QG,WC1X,8QG
E09000007,74.94,25.06,WC1N 1JP,WC1N,1JP
E09000007,74.94,25.06,WC2H 0JN,WC2H,0JN
E09000007,74.94,25.06,WC1H 8HQ,WC1H,8HQ
E09000007,74.94,25.06,WC2N 6EL,WC2N,6EL
E09000007,74.94,25.06,WC2R 1HD,WC2R,1HD
E09000007,74.94,25.06,WC99 0LF,WC99,0LF
E09000008,54.29,45.71,CR9  1AU,CR9, 1AU
E09000008,54.29,45.71,CR90 9AF,CR90,9AF
E09000008,54.29,45.71,CR4  1LX,CR4, 1LX
E09000008,54.29,45.71,CR7  6AA,CR7, 6AA
E09000008,54.29,45.71,SE25 6YG,SE25,6YG
E09000008,54.29,45.71,SW16 3NE,SW16,3NE
E09000009,60.40,39.60,HA2  8BA,HA2, 8BA
E09000009,60.40,39.60,TW8  9QN,TW8, 9QN
E09000009,60.40,39.60,UB1  1SA,UB1, 1SA
E09000009,60.40,39.60,UB18 7AT,UB18,7AT
E09000009,60.40,39.60,UB2  4PJ,UB2, 4PJ
E09000009,60.40,39.60,UB5  5UD,UB5, 5UD
E09000009,60.40,39.60,UB7  8PQ,UB7, 8PQ
E09000009,60.40,39.60,W11  1WR,W11, 1WR
E09000009,60.40,39.60,W12  7XQ,W12, 7XQ
E09000009,60.40,39.60,W13  0EF,W13, 0EF
E09000009,60.40,39.60,W2   3AD,W2,  3AD
E09000009,60.40,39.60,W3   7DX,W3,  7DX
E09000009,60.40,39.60,W4   1AT,W4,  1AT
E09000009,60.40,39.60,W5   1TX,W5,  1TX
E09000009,60.40,39.60,W7   1JR,W7,  1JR
E09000010,55.82,44.18,EN3  4BW,EN3, 4BW
E09000010,55.82,44.18,EN1  4HH,EN1, 4HH
E09000010,55.82,44.18,N13  6DS,N13, 6DS
E09000010,55.82,44.18,N18  1HE,N18, 1HE
E09000010,55.82,44.18,N17  0RY,N17, 0RY
E09000010,55.82,44.18,N21  2RS,N21, 2RS
E09000010,55.82,44.18,N22  4QS,N22, 4QS
E09000010,55.82,44.18,N4   3SZ,N4,  3SZ
E09000010,55.82,44.18,N9   0EA,N9,  0EA
E09000011,55.59,44.41,SE10 9GJ,SE10,9GJ
E09000011,55.59,44.41,SE13 7RG,SE13,7RG
E09000011,55.59,44.41,SE18 1QF,SE18,1QF
E09000011,55.59,44.41,SE3  8SW,SE3, 8SW
E09000011,55.59,44.41,SE7  7AG,SE7, 7AG
E09000011,55.59,44.41,SE8  3DW,SE8, 3DW
E09000012,78.48,21.52,E2   8EL,E2,  8EL
E09000012,78.48,21.52,E15  2EP,E15, 2EP
E09000012,78.48,21.52,E20  3BS,E20, 3BS
E09000012,78.48,21.52,EC1V 1AQ,EC1V,1AQ
E09000012,78.48,21.52,E8   3AF,E8,  3AF
E09000012,78.48,21.52,E9   5JD,E9,  5JD
E09000012,78.48,21.52,E5   0AJ,E5,  0AJ
E09000012,78.48,21.52,EC88 1SL,EC88,1SL
E09000012,78.48,21.52,N15  6AN,N15, 6AN
E09000012,78.48,21.52,N16  0JT,N16, 0JT
E09000012,78.48,21.52,N5   2RT,N5,  2RT
E09000013,70.02,29.98,SW10 0YS,SW10,0YS
E09000013,70.02,29.98,SW1P 3BG,SW1P,3BG
E09000013,70.02,29.98,SW18 4SB,SW18,4SB
E09000013,70.02,29.98,SW6  1NZ,SW6, 1NZ
E09000013,70.02,29.98,W14  0GF,W14, 0GF
E09000013,70.02,29.98,W6   0EY,W6,  0EY
E09000014,75.57,24.43,N81  1AA,N81, 1AA
E09000015,54.63,45.37,HA4  0QL,HA4, 0QL
E09000016,30.34,69.66,RM11 1QD,RM11,1QD
E09000016,30.34,69.66,RM13 7WT,RM13,7WT
E09000016,30.34,69.66,RM2  6BJ,RM2, 6BJ
E09000016,30.34,69.66,RM3  0AA,RM3, 0AA
E09000016,30.34,69.66,RM50 2BB,RM50,2BB
E09000017,43.63,56.37,UB10 9NX,UB10,9NX
E09000017,43.63,56.37,UB11 1TW,UB11,1TW
E09000017,43.63,56.37,UB3  1AA,UB3, 1AA
E09000017,43.63,56.37,TW5  9RZ,TW5, 9RZ
E09000017,43.63,56.37,UB4  0AA,UB4, 0AA
E09000018,51.06,48.94,SW13 9HB,SW13,9HB
E09000018,51.06,48.94,TW1  1XB,TW1, 1XB
E09000018,51.06,48.94,TW13 5JQ,TW13,5JQ
E09000018,51.06,48.94,TW2  5JG,TW2, 5JG
E09000018,51.06,48.94,TW3  1UG,TW3, 1UG
E09000018,51.06,48.94,TW4  5AN,TW4, 5AN
E09000018,51.06,48.94,TW7  5TB,TW7, 5TB
E09000019,75.22,24.78,EC1P 1AA,EC1P,1AA
E09000019,75.22,24.78,EC50 0BL,EC50,0BL
E09000019,75.22,24.78,N1P  1QL,N1P, 1QL
E09000019,75.22,24.78,W1B  3FT,W1B, 3FT
E09000019,75.22,24.78,W1C  1YZ,W1C, 1YZ
E09000019,75.22,24.78,W1G  7YZ,W1G, 7YZ
E09000019,75.22,24.78,W1K  7YY,W1K, 7YY
E09000019,75.22,24.78,W1J  9YY,W1J, 9YY
E09000019,75.22,24.78,W1U  7WB,W1U, 7WB
E09000019,75.22,24.78,W1W  8YP,W1W, 8YP
E09000020,68.69,31.31,SW1H 0RL,SW1H,0RL
E09000020,68.69,31.31,SW19 6BU,SW19,6BU
E09000020,68.69,31.31,SW1X 0AL,SW1X,0AL
E09000020,68.69,31.31,SW3  3LN,SW3, 3LN
E09000020,68.69,31.31,SW5  0SX,SW5, 0SX
E09000020,68.69,31.31,SW7  1DD,SW7, 1DD
E09000020,68.69,31.31,SW9  7RT,SW9, 7RT
E09000020,68.69,31.31,SW1W 8NH,SW1W,8NH
E09000020,68.69,31.31,W8   4LP,W8,  4LP
E09000021,61.61,38.39,KT1  9NQ,KT1, 9NQ
E09000021,61.61,38.39,KT3  5EX,KT3, 5EX
E09000021,61.61,38.39,KT5  8EZ,KT5, 8EZ
E09000021,61.61,38.39,SW15 3PL,SW15,3PL
E09000021,61.61,38.39,SW20 0AA,SW20,0AA
E09000021,61.61,38.39,TW10 5HE,TW10,5HE
E09000022,78.62,21.38,SE1  7FU,SE1, 7FU
E09000022,78.62,21.38,SE11 4QF,SE11,4QF
E09000022,78.62,21.38,SE21 8JL,SE21,8JL
E09000022,78.62,21.38,SE27 0PU,SE27,0PU
E09000022,78.62,21.38,SE5  0RR,SE5, 0RR
E09000022,78.62,21.38,SE24 9WX,SE24,9WX
E09000022,78.62,21.38,SW12 0LE,SW12,0LE
E09000022,78.62,21.38,SW2  2HB,SW2, 2HB
E09000022,78.62,21.38,SW4  0BX,SW4, 0BX
E09000022,78.62,21.38,SW8  1HX,SW8, 1HX
E09000022,78.62,21.38,SW95 9EA,SW95,9EA
E09000022,78.62,21.38,SW99 0HR,SW99,0HR
E09000023,69.86,30.14,SE14 5LF,SE14,5LF
E09000023,69.86,30.14,SE15 1DR,SE15,1DR
E09000023,69.86,30.14,SE16 1US,SE16,1US
E09000023,69.86,30.14,SE23 1BE,SE23,1BE
E09000023,69.86,30.14,SE4  1HS,SE4, 1HS
E09000023,69.86,30.14,SE6  9HZ,SE6, 9HZ
E09000024,62.94,37.06,SM4  5DR,SM4, 5DR
E09000024,62.94,37.06,SW17 9DD,SW17,9DD
E09000025,52.84,47.16,E12  5FD,E12, 5FD
E09000025,52.84,47.16,E13  0AA,E13, 0AA
E09000025,52.84,47.16,E11  4WH,E11, 4WH
E09000025,52.84,47.16,E14  0JD,E14, 0JD
E09000025,52.84,47.16,E16  1TW,E16, 1TW
E09000025,52.84,47.16,E3   3DU,E3,  3DU
E09000025,52.84,47.16,E6   6BQ,E6,  6BQ
E09000025,52.84,47.16,E7   0LF,E7,  0LF
E09000026,53.97,46.03,E18  2WB,E18, 2WB
E09000026,53.97,46.03,IG6  3XX,IG6, 3XX
E09000026,53.97,46.03,IG2  6JP,IG2, 6JP
E09000026,53.97,46.03,IG3  8FZ,IG3, 8FZ
E09000026,53.97,46.03,IG1  2RZ,IG1, 2RZ
E09000026,53.97,46.03,IG5  0PL,IG5, 0PL
E09000027,69.29,30.71,SW14 8RZ,SW14,8RZ
E09000027,69.29,30.71,TW11 0RX,TW11,0RX
E09000027,69.29,30.71,TW9  1NQ,TW9, 1NQ
E09000028,72.81,27.19,SE17 1XF,SE17,1XF
E09000028,72.81,27.19,SE1P 4AB,SE1P,4AB
E09000028,72.81,27.19,SE22 8UJ,SE22,8UJ
E09000028,72.81,27.19,SE99 7UX,SE99,7UX
E09000029,46.28,53.72,CR44 2TW,CR44,2TW
E09000029,46.28,53.72,SM1  1HU,SM1, 1HU
E09000029,46.28,53.72,SM6  0PZ,SM6, 0PZ
E09000030,67.46,32.54,E1W  1AL,E1W, 1AL
E09000030,67.46,32.54,E98  1SD,E98, 1SD
E09000030,67.46,32.54,E77  1FF,E77, 1FF
E09000031,59.10,40.90,E10  6JF,E10, 6JF
E09000031,59.10,40.90,E17  5PY,E17, 5PY
E09000032,75.03,24.97,SW11 1QE,SW11,1QE
E09000032,75.03,24.97,SW1A 0WY,SW1A,0WY
E09000032,75.03,24.97,SW1E 6QE,SW1E,6QE
E09000032,75.03,24.97,SW1V 1DR,SW1V,1DR
E09000032,75.03,24.97,SW1Y 4XQ,SW1Y,4XQ
E09000033,68.97,31.03,W1   3PF,W1,  3PF
E09000033,68.97,31.03,W1D  1BQ,W1D, 1BQ
E09000033,68.97,31.03,W1F  0AA,W1F, 0AA
E09000033,68.97,31.03,W1H  0AE,W1H, 0AE
E09000033,68.97,31.03,W1M  0JP,W1M, 0JP
E09000033,68.97,31.03,W1R  0EN,W1R, 0EN
E09000033,68.97,31.03,W1S  3AN,W1S, 3AN
E09000033,68.97,31.03,W1V  0HX,W1V, 0HX
E09000033,68.97,31.03,W1Y  3FE,W1Y, 3FE
E09000033,68.97,31.03,W1X  2HQ,W1X, 2HQ
GI,95.91,4.09,,,
S12000005,57.78,42.22,FK10 1LX,FK10,1LX
S12000005,57.78,42.22,FK12 5EF,FK12,5EF
S12000005,57.78,42.22,FK11 7DL,FK11,7DL
S12000005,57.78,42.22,FK13 6AA,FK13,6AA
S12000005,57.78,42.22,FK14 7HN,FK14,7HN
S12000005,57.78,42.22,FK9  5QE,FK9, 5QE
S12000005,57.78,42.22,KY13 0PU,KY13,0PU
S12000006,53.06,46.94,DG1  9DQ,DG1, 9DQ
S12000006,53.06,46.94,DG10 0AA,DG10,0AA
S12000006,53.06,46.94,DG11 1LA,DG11,1LA
S12000006,53.06,46.94,DG2  9YB,DG2, 9YB
S12000006,53.06,46.94,DG3  4JS,DG3, 4JS
S12000006,53.06,46.94,DG4  6DL,DG4, 6DL
S12000006,53.06,46.94,DG5  4DH,DG5, 4DH
S12000006,53.06,46.94,DG6  4AQ,DG6, 4AQ
S12000006,53.06,46.94,DG7  1EP,DG7, 1EP
S12000006,53.06,46.94,DG12 5JP,DG12,5JP
S12000006,53.06,46.94,DG13 0ED,DG13,0ED
S12000006,53.06,46.94,DG14 0TQ,DG14,0TQ
S12000006,53.06,46.94,DG8  6EF,DG8, 6EF
S12000006,53.06,46.94,DG9  0ED,DG9, 0ED
S12000006,53.06,46.94,ML12 6UU,ML12,6UU
S12000008,58.60,41.40,G77  6SH,G77, 6SH
S12000008,58.60,41.40,G78  4BT,G78, 4BT
S12000008,58.60,41.40,KA1  9DL,KA1, 9DL
S12000008,58.60,41.40,KA10 6HW,KA10,6HW
S12000008,58.60,41.40,KA11 2AR,KA11,2AR
S12000008,58.60,41.40,KA13 7RB,KA13,7RB
S12000008,58.60,41.40,KA16 9AY,KA16,9AY
S12000008,58.60,41.40,KA18 4LL,KA18,4LL
S12000008,58.60,41.40,KA19 7LB,KA19,7LB
S12000008,58.60,41.40,KA2  0LG,KA2, 0LG
S12000008,58.60,41.40,KA3  1AA,KA3, 1AA
S12000008,58.60,41.40,KA17 0LG,KA17,0LG
S12000008,58.60,41.40,KA4  8DG,KA4, 8DG
S12000008,58.60,41.40,KA5  5AJ,KA5, 5AJ
S12000008,58.60,41.40,KA6  7AS,KA6, 7AS
S12000010,64.60,35.40,EH22 2NL,EH22,2NL
S12000010,64.60,35.40,EH33 1AU,EH33,1AU
S12000010,64.60,35.40,EH32 9NZ,EH32,9NZ
S12000010,64.60,35.40,EH34 5DB,EH34,5DB
S12000010,64.60,35.40,EH35 5LG,EH35,5LG
S12000010,64.60,35.40,EH36 5PA,EH36,5PA
S12000010,64.60,35.40,EH39 4NG,EH39,4NG
S12000010,64.60,35.40,EH37 5UJ,EH37,5UJ
S12000010,64.60,35.40,EH21 6EY,EH21,6EY
S12000010,64.60,35.40,EH42 1DD,EH42,1DD
S12000010,64.60,35.40,EH41 9SQ,EH41,9SQ
S12000010,64.60,35.40,EH31 2BE,EH31,2BE
S12000010,64.60,35.40,EH40 3AH,EH40,3AH
S12000010,64.60,35.40,TD13 9AA,TD13,9AA
S12000010,64.60,35.40,TD11 3SN,TD11,3SN
S12000011,74.32,25.68,G44  3XZ,G44, 3XZ
S12000011,74.32,25.68,G43  2ZA,G43, 2ZA
S12000011,74.32,25.68,G46  8NG,G46, 8NG
S12000011,74.32,25.68,G53  7TF,G53, 7TF
S12000011,74.32,25.68,G76  0AA,G76, 0AA
S12000013,55.24,44.76,HS4  3XX,HS4, 3XX
S12000013,55.24,44.76,HS7  5LG,HS7, 5LG
S12000013,55.24,44.76,HS8  5JN,HS8, 5JN
S12000013,55.24,44.76,HS9  5XL,HS9, 5XL
S12000013,55.24,44.76,HS6  5DH,HS6, 5DH
S12000013,55.24,44.76,HS2  9RA,HS2, 9RA
S12000013,55.24,44.76,HS3  3AA,HS3, 3AA
S12000013,55.24,44.76,HS1  2NG,HS1, 2NG
S12000013,55.24,44.76,HS5  3TL,HS5, 3TL
S12000013,55.24,44.76,PA80 5XH,PA80,5XH
S12000013,55.24,44.76,PA88 5PY,PA88,5PY
S12000013,55.24,44.76,PA87 2YG,PA87,2YG
S12000013,55.24,44.76,PA81 5JH,PA81,5JH
S12000013,55.24,44.76,PA85 3EP,PA85,3EP
S12000013,55.24,44.76,PA86 0PG,PA86,0PG
S12000013,55.24,44.76,PA82 5AA,PA82,5AA
S12000013,55.24,44.76,PA84 3YF,PA84,3YF
S12000013,55.24,44.76,PA83 3TL,PA83,3TL
S12000014,56.76,43.24,EH49 7NW,EH49,7NW
S12000014,56.76,43.24,EH51 0DN,EH51,0DN
S12000014,56.76,43.24,FK1  5RD,FK1, 5RD
S12000014,56.76,43.24,FK3  8AR,FK3, 8AR
S12000014,56.76,43.24,FK2  9SU,FK2, 9SU
S12000014,56.76,43.24,FK4  1AA,FK4, 1AA
S12000014,56.76,43.24,FK5  3AA,FK5, 3AA
S12000014,56.76,43.24,FK6  6BH,FK6, 6BH
S12000014,56.76,43.24,FK7  7LB,FK7, 7LB
S12000014,56.76,43.24,G67  3JN,G67, 3JN
S12000014,56.76,43.24,G68  0HG,G68, 0HG
S12000015,58.59,41.41,DD6  9PE,DD6, 9PE
S12000015,58.59,41.41,KY1  2AR,KY1, 2AR
S12000015,58.59,41.41,KY10 2RG,KY10,2RG
S12000015,58.59,41.41,KY14 6JP,KY14,6JP
S12000015,58.59,41.41,KY15 4AA,KY15,4AA
S12000015,58.59,41.41,KY11 8XZ,KY11,8XZ
S12000015,58.59,41.41,KY12 0HD,KY12,0HD
S12000015,58.59,41.41,KY2  6UE,KY2, 6UE
S12000015,58.59,41.41,KY3  9DJ,KY3, 9DJ
S12000015,58.59,41.41,KY4  8AG,KY4, 8AG
S12000015,58.59,41.41,KY16 8HB,KY16,8HB
S12000015,58.59,41.41,KY9  1HS,KY9, 1HS
S12000015,58.59,41.41,KY6  2TF,KY6, 2TF
S12000015,58.59,41.41,KY7  4SN,KY7, 4SN
S12000015,58.59,41.41,KY5  0UQ,KY5, 0UQ
S12000015,58.59,41.41,KY8  3EE,KY8, 3EE
S12000015,58.59,41.41,KY99 4WZ,KY99,4WZ
S12000015,58.59,41.41,PH2  9RY,PH2, 9RY
S12000017,55.95,44.05,AB37 9HR,AB37,9HR
S12000017,55.95,44.05,AB3  9HR,AB3, 9HR
S12000017,55.95,44.05,IV2  4PB,IV2, 4PB
S12000017,55.95,44.05,IV20 1XD,IV20,1XD
S12000017,55.95,44.05,IV21 2AN,IV21,2AN
S12000017,55.95,44.05,IV22 2AG,IV22,2AG
S12000017,55.95,44.05,IV3  5SW,IV3, 5SW
S12000017,55.95,44.05,IV1  1UD,IV1, 1UD
S12000017,55.95,44.05,IV10 8AA,IV10,8AA
S12000017,55.95,44.05,IV12 4RD,IV12,4RD
S12000017,55.95,44.05,IV11 8XB,IV11,8XB
S12000017,55.95,44.05,IV4  7WE,IV4, 7WE
S12000017,55.95,44.05,IV40 8AA,IV40,8AA
S12000017,55.95,44.05,IV51 9BY,IV51,9BY
S12000017,55.95,44.05,IV41 8PF,IV41,8PF
S12000017,55.95,44.05,IV42 8NH,IV42,8NH
S12000017,55.95,44.05,IV43 8QH,IV43,8QH
S12000017,55.95,44.05,IV44 8AB,IV44,8AB
S12000017,55.95,44.05,IV5  7NL,IV5, 7NL
